id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
2909,1,1,2,6,0,1,0.33,0,0,1,1,2,1,0,1,0,14.28,4,228.44,0.02,15,0.25,12.69,57.11,1,0,0,3,0.09,6,9,6,8,11,88.89,3,FALSE
2910,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,FALSE
2911,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0.33,0,0,0,0,3,0,1,FALSE
2912,5,2,5,0,6,3,0.43,2,3,3,1,10,3,1,2,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96,1,2,3,9,0.3,9,15,7,9,10,71.43,7,FALSE
2913,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,8.45,0.75,4.75,0,4,1.33,0.26,6.34,1,0,0,3,0.2,3,1,2,1,5,66.67,3,FALSE
2914,1,0,20,4,0,1,0.05,0,0,1,1,1,1,0,1,2,27.02,35.67,34375.18,0.32,223,0.03,1909.73,963.79,1,0,0,2,0.04,107,116,12,8,28,96,21,FALSE
2915,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
2916,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
2917,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
2918,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
2919,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.33,0,1,0,1,3,0,1,FALSE
2920,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
2921,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0.33,0,1,0,1,3,0,1,FALSE
2922,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
2923,7,8,15,0,12,4,0.21,6,2,4,1,20,4,1,4,4,17.92,22,8672.47,0.13,82,0.05,481.8,394.2,1,3,6,18,0.18,33,49,12,16,22,78.95,19,FALSE
2924,1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,9,28.03,3.5,343.35,0.03,24,0.29,19.07,98.1,1,0,0,3,0.2,10,14,10,7,5,75,4,FALSE
2925,7,4,10,0,10,4,0.33,4,2.5,4,1,15,4,1,2,2,17.63,12,2538.28,0.07,44,0.08,141.02,211.52,1,3,5,13,0.29,18,26,12,16,14,83.33,12,FALSE
2926,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,50,2,FALSE
2927,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
2928,18,6,57,13,24,11,0.17,12,2,5,0.45,47,3,0,7,0,39.35,56.37,125041.65,0.74,367,0.02,6946.76,2218.29,0.27,6,12,38,0.14,153,214,38,28,79,90.91,64,FALSE
2929,5,3,8,1,8,3,0.27,4,2,3,1,13,1,0,3,2,8.83,23.14,4728.77,0.07,44,0.04,262.71,204.33,0.33,2,4,12,0.21,18,26,7,18,14,75,11,FALSE
2930,5,2,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92,1,2,3,9,0.38,9,14,7,9,8,80,5,FALSE
2931,1,2,4,0,0,1,0.2,0,0,1,1,3,1,0,1,1,6.92,9,560.43,0.02,18,0.11,31.13,62.27,1,0,0,4,0.14,4,14,2,9,7,80,5,FALSE
2932,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,1,2,7,2,6,1,0,0,FALSE
2933,5,3,8,1,8,3,0.27,4,2,3,1,13,1,0,3,2,8.83,23.14,4728.77,0.07,44,0.04,262.71,204.33,0.33,2,4,12,0.21,18,26,7,18,14,75,11,FALSE
2934,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
2935,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
2936,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
2937,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2938,13,7,35,17,20,7,0.19,8,2.5,2,0.29,31,3,0,2,5,28.27,30.31,25970.12,0.29,161,0.03,1442.78,856.83,0.43,6,10,26,0.12,67,94,21,19,60,96.3,37,TRUE
2939,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
2940,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
2941,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
2942,12,9,18,2,12,8,0.4,6,2,7,0.88,28,5,0,2,1,27.79,11.33,3570,0.11,63,0.09,198.33,315,0.63,3,6,22,0.33,20,43,15,17,24,90.91,20,FALSE
2943,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,4,17.99,2.5,112.43,0.01,13,0.4,6.25,44.97,1,0,0,3,0.17,6,7,6,5,6,50,2,FALSE
2944,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
2945,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,50,2,FALSE
2946,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0.5,1,2,7,0.29,6,12,4,9,7,80,5,FALSE
2947,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
2948,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2949,5,3,7,0,8,3,0.3,4,2,3,1,10,1,0,3,3,26.21,5.09,679.32,0.04,32,0.2,37.74,133.44,0.33,2,4,9,0.25,16,16,11,7,12,70,10,FALSE
2950,7,4,9,1,12,4,0.33,6,2,4,1,20,1,0,3,5,18.18,17,5255.28,0.1,63,0.06,291.96,309.13,0.25,3,6,18,0.24,26,37,13,17,17,76.92,12,FALSE
2951,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
2952,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0.5,1,0,1,0,2,0,1,FALSE
2953,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
2954,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2955,11,7,20,5,20,6,0.25,10,2,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,85,0.04,560.57,417.09,0.17,5,10,29,0.19,37,48,13,17,31,86.21,24,FALSE
2956,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
2957,1,1,1,14,0,1,0.5,0,0,1,1,2,1,0,1,0,7.92,4.17,137.5,0.01,11,0.24,7.64,33,1,0,0,3,0.06,5,6,3,5,18,93.75,2,FALSE
2958,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
2959,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
2960,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2961,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
2962,29,21,46,28,52,15,0.29,24,2.17,10,0.67,93,10,0,5,1,31.83,37.96,45877.98,0.4,212,0.03,2548.78,1208.49,0.67,14,26,80,0.19,82,130,27,25,81,93.67,51,FALSE
2963,7,0,7,2,12,4,0.5,6,2,1,0.25,16,1,0,1,2,13.02,12,1875.31,0.05,40,0.08,104.18,156.28,0.25,3,6,14,0.33,21,19,7,8,12,90,8,TRUE
2964,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
2965,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
2966,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
2967,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
2968,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,12.36,4.2,217.94,0.02,15,0.24,12.11,51.89,1,0,0,3,0.2,7,8,5,6,5,66.67,3,FALSE
2969,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,66.67,3,FALSE
2970,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,FALSE
2971,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
2972,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.67,4.5,135,0.01,10,0.22,7.5,30,1,0,0,3,0.2,3,7,2,6,5,66.67,3,FALSE
2973,1,2,2,0,0,1,0.33,0,0,1,1,3,1,0,1,1,12.63,2,50.53,0.01,9,0.5,2.81,25.27,1,0,0,4,0.2,3,6,3,4,5,66.67,3,FALSE
2974,13,4,15,1,24,7,0.41,12,2,7,1,37,1,0,2,6,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,0.14,6,12,32,0.32,51,73,16,20,22,88.89,17,FALSE
2975,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80,5,FALSE
2976,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,10.38,4,166.05,0.01,12,0.25,9.23,41.51,1,0,0,3,0.33,3,9,3,8,3,50,2,FALSE
2977,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
2978,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
2979,1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,2,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,0.17,3,5,3,4,6,75,4,FALSE
2980,3,1,22,9,4,2,0.09,2,2,2,1,9,1,0,1,3,25.14,20.43,10490.64,0.17,108,0.05,582.81,513.53,0.5,1,2,9,0.06,44,64,14,13,36,96.88,23,FALSE
2981,5,3,6,0,8,3,0.43,4,2,2,0.67,13,1,0,1,0,10.38,12.07,1512.98,0.04,29,0.08,84.05,125.34,0.33,2,4,12,0.33,13,16,7,13,9,85.71,7,FALSE
2982,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,50,2,FALSE
2983,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
2984,7,7,24,15,12,4,0.16,6,2,4,1,21,1,0,1,5,33.32,23.95,19118.02,0.27,151,0.04,1062.11,798.1,0.25,3,6,19,0.09,62,89,22,17,46,97.5,25,FALSE
2985,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2986,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
2987,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
2988,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
2989,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,50,2,FALSE
2990,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1,0,0,3,0.33,5,4,4,1,3,0,1,FALSE
2991,1,4,3,0,0,1,0.25,0,0,1,1,5,1,0,1,2,17,3,153,0.02,17,0.33,8.5,51,1,0,0,6,0.17,6,11,4,4,6,75,4,FALSE
2992,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,11.61,1,0,0,2,1,0,5,0,5,1,0,0,FALSE
2993,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,13.84,3,124.54,0.01,12,0.33,6.92,41.51,1,0,0,3,0.25,5,7,5,6,4,50,2,FALSE
2994,1,1,2,2,0,1,0.33,0,0,1,1,2,1,0,1,0,12,2.5,75,0.01,10,0.4,4.17,30,1,0,0,3,0.14,3,7,3,5,7,80,3,FALSE
2995,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,FALSE
2996,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
2997,7,4,9,1,12,4,0.33,6,2,4,1,20,1,0,3,4,18.47,17,5338.7,0.1,64,0.06,296.59,314.04,0.25,3,6,18,0.25,26,38,13,17,16,76.92,12,FALSE
2998,7,3,12,0,12,4,0.27,6,2,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80,15,FALSE
2999,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
3000,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,1,0,0,3,0.25,3,7,3,7,4,66.67,3,FALSE
3001,7,0,1,0,12,4,2,6,2,1,0.25,12,1,0,1,3,6.66,10,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1,10,11,3,6,4,50,2,FALSE
3002,11,4,15,2,20,6,0.32,10,2,4,0.67,31,5,0,4,2,18.72,17.36,5641.07,0.11,65,0.06,313.39,325,0.83,5,10,27,0.24,27,38,14,18,25,80.95,19,FALSE
3003,3,3,7,0,4,2,0.22,2,2,2,1,8,1,0,2,1,19.99,4,319.82,0.03,21,0.25,17.77,79.95,0.5,1,2,8,0.18,8,13,7,7,11,77.78,9,FALSE
3004,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
3005,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0.33,0,0,0,0,3,0,1,FALSE
3006,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
3007,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3008,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3009,1,1,1,0,0,1,0.33,0,0,1,1,2,1,0,2,3,14.29,2.1,63,0.01,10,0.48,3.5,30,1,0,0,3,0.2,7,3,5,3,5,33.33,3,FALSE
3010,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
3011,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,50,2,FALSE
3012,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
3013,3,2,0,0,6,2,1,2,3,2,1,6,1,0,0,2,11.23,8,718.87,0.03,23,0.13,39.94,89.86,0.5,2,3,6,2,8,15,5,10,1,0,0,FALSE
3014,7,9,11,4,12,4,0.33,6,2,4,1,20,1,0,1,2,27.93,10.21,2914.07,0.1,60,0.1,161.89,285.29,0.25,3,6,18,0.22,22,38,14,13,18,93.75,12,FALSE
3015,1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,1,9,3.33,100,0.01,10,0.3,5.56,30,1,0,0,3,0.17,4,6,3,5,6,75,4,FALSE
3016,7,3,13,1,12,4,0.27,6,2,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,65,0.04,458.11,312.48,0.25,3,6,18,0.22,25,40,9,19,18,87.5,15,FALSE
3017,3,1,6,3,4,2,0.25,2,2,2,1,5,1,0,2,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,5,0.15,7,10,6,8,13,81.82,8,FALSE
3018,1,0,1,2,0,1,0.5,0,0,1,1,1,1,0,1,1,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,2,0.17,3,4,3,4,6,75,2,FALSE
3019,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3020,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,1,2,5,2,5,1,0,0,FALSE
3021,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.5,3,139.52,0.02,14,0.33,7.75,46.51,1,0,0,4,0.17,6,8,5,5,6,50,2,FALSE
3022,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
3023,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
3024,5,5,8,1,8,3,0.27,4,2,3,1,15,1,0,3,3,14.42,17.18,4256.92,0.08,51,0.06,236.5,247.76,0.33,2,4,14,0.2,21,30,11,18,15,75,11,FALSE
3025,13,4,15,1,24,7,0.41,12,2,7,1,37,1,0,2,6,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,0.14,6,12,32,0.32,51,73,16,20,22,88.89,17,FALSE
3026,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,0.25,1,4,1,4,4,50,2,FALSE
3027,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
3028,5,3,10,3,8,3,0.27,4,2,3,1,11,1,0,1,5,28.2,10,2820.26,0.09,60,0.1,156.68,282.03,0.33,2,4,10,0.14,20,40,13,13,21,92.86,11,FALSE
3029,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1,0,0,3,0.33,5,4,4,1,3,0,1,FALSE
3030,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
3031,3,2,5,0,4,2,0.25,2,2,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,26,0.23,24.72,104,0.5,1,2,8,0.2,11,15,9,7,10,62.5,8,FALSE
3032,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0.33,0,0,0,0,3,0,1,FALSE
3033,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
3034,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,12,3,108,0.01,12,0.33,6,36,1,0,0,2,1,2,10,2,6,1,0,0,FALSE
3035,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3036,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
3037,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3038,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,FALSE
3039,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
3040,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
3041,5,3,4,0,8,3,0.6,4,2,3,1,15,1,0,1,1,10.03,17.33,3014.58,0.06,39,0.06,167.48,173.92,0.33,2,4,14,0.43,13,26,6,16,7,80,5,FALSE
3042,1,2,1,4,0,1,0.5,0,0,1,1,3,1,0,1,2,13.2,2.5,82.5,0.01,11,0.4,4.58,33,1,0,0,4,0.13,5,6,4,4,8,83.33,2,FALSE
3043,1,0,4,0,0,1,0.2,0,0,1,1,1,1,0,1,4,26.63,2.5,166.42,0.02,21,0.4,9.25,66.57,1,0,0,2,0.1,4,17,4,5,10,80,5,FALSE
3044,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
3045,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,4,32.5,0.5,8.13,0.01,7,2,0.45,16.25,1,0,0,2,0.13,4,3,4,1,8,50,2,FALSE
3046,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
3047,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
3048,13,3,35,10,22,7,0.17,10,2.2,6,0.86,30,5,0,7,2,14.61,40.91,24444.48,0.2,123,0.02,1358.03,597.53,0.71,6,11,25,0.13,50,73,11,18,54,86.54,42,FALSE
3049,1,2,2,7,0,1,0.33,0,0,1,1,3,1,0,1,0,14.4,3,129.56,0.01,13,0.33,7.2,43.19,1,0,0,4,0.08,4,9,4,6,12,90,3,FALSE
3050,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
